상호명,서비스,음식,편의성,가격,행정동,중분류,업종,naver_map_url
피맛골화로구이,1.09,0.96,0.87,0.91,종로1.2.3.4가동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/38239273
바우골참숯화로구이,1.3,1.06,1.14,1.26,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/12986974
희래등,0.79,0.46,0.58,0.67,역삼1동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/18393183
바다애,2.59,2.51,1.72,1.85,서교동,일식/수산물,횟집,https://m.place.naver.com/restaurant/36597408
라이브펍,0.85,0.49,0.52,0.56,서교동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/1126802117
서플라이디팟,3.12,3.1,1.4,2.31,서교동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/1283269224
순이네포차호프,1.27,0.99,0.96,0.87,서교동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/37700889
나즈드라비,1.78,1.95,1.01,1.23,역삼1동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/37634160
봉게짬뽕,1.78,2.0,1.44,1.54,역삼1동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1991865352
흠식당,2.64,3.18,1.49,3.33,서교동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/1566969475
론드리프로젝트워시타운,1.37,1.09,0.83,1.1,서교동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/868274758
홍대주막,1.75,1.78,1.24,1.75,역삼1동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/1177297540
마노디셰프,2.58,2.65,2.01,3.1,역삼1동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/35057690
멜로우가든,1.85,1.32,1.14,2.14,역삼1동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/1245209980
닭갈비두목,1.57,1.85,1.41,1.5,역삼1동,닭/오리요리,닭갈비전문,https://m.place.naver.com/restaurant/1747839887
미식가손칼국수,1.25,1.88,1.46,1.02,역삼1동,분식,국수/만두/칼국수,https://m.place.naver.com/restaurant/1069090734
일품고깃집,2.07,1.8,1.17,1.22,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1592691578
올터,1.55,0.98,1.04,1.23,서교동,일식/수산물,낙지/오징어,https://m.place.naver.com/restaurant/35630014
개미집,1.41,1.21,0.94,1.1,역삼1동,일식/수산물,낙지/오징어,https://m.place.naver.com/restaurant/19978440
와플칸역삼,1.48,1.36,1.15,1.44,역삼1동,분식,스낵,https://m.place.naver.com/restaurant/1849819266
바나프레소,1.36,1.31,0.94,1.71,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1929521572
참치여행,3.56,3.97,1.97,3.35,역삼1동,일식/수산물,참치전문점,https://m.place.naver.com/restaurant/1499566117
스시엔준,1.65,1.7,1.19,1.57,서교동,일식/수산물,음식점-초밥전문,https://m.place.naver.com/restaurant/1980119312
쥬히커피,1.9,1.7,1.34,2.31,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1437314379
마초갈비,2.96,3.66,3.48,2.63,역삼1동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/1355523450
유가네전사랑,1.34,1.17,0.94,1.54,역삼1동,한식,파전전문,https://m.place.naver.com/restaurant/1039084723
삼곱식당,0.65,0.26,0.45,0.43,종로1.2.3.4가동,한식,곱창/양구이전문,https://m.place.naver.com/restaurant/1494838623
마왕족발,1.93,2.03,1.49,1.43,서교동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/1325530634
테라김밥,1.16,1.01,0.23,0.84,서교동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1105757173
스페셜던스,1.13,0.99,0.87,0.98,서교동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1793652085
푸드카페김밥천국,1.01,0.79,0.72,0.93,역삼1동,분식,라면김밥분식,https://m.place.naver.com/restaurant/38276545
정든김밥,1.27,1.09,0.77,1.44,역삼1동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1733430841
온미동,1.8,1.72,1.39,1.66,서교동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/1845042944
봉주르정식,1.43,1.17,1.06,1.11,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/34807268
김주부후라이드를튀기다,0.8,0.13,0.2,0.18,서교동,닭/오리요리,후라이드/양념치킨,https://m.place.naver.com/restaurant/1675798629
우정낙지,1.49,1.59,1.32,1.72,종로1.2.3.4가동,일식/수산물,낙지/오징어,https://m.place.naver.com/restaurant/1501619204
남도분식,1.28,1.21,1.06,1.27,역삼1동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1525186118
청춘시대청춘분식,0.77,0.67,0.56,0.33,종로1.2.3.4가동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1267155398
피자헛,1.35,1.2,0.95,1.07,역삼1동,패스트푸드,피자전문,https://m.place.naver.com/restaurant/11625075
이자카야류,1.99,1.77,1.27,2.69,서교동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/37293509
배터리88,3.1,2.87,1.93,3.61,서교동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/1140026252
이태원천상,1.99,1.79,1.03,1.42,역삼1동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/34994351
경복이모네포차,1.66,1.41,1.07,1.23,역삼1동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/67742204
볼빨간딱새우,3.06,3.4,2.15,2.21,역삼1동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/1577187705
승진참치,1.77,1.63,1.06,1.32,서교동,일식/수산물,참치전문점,https://m.place.naver.com/restaurant/1776818791
롤인익선,1.74,2.02,1.29,2.64,종로1.2.3.4가동,일식/수산물,음식점-초밥전문,https://m.place.naver.com/restaurant/1131121705
미치루스시,2.61,3.2,1.42,1.91,종로1.2.3.4가동,일식/수산물,음식점-초밥전문,https://m.place.naver.com/restaurant/19873036
바다회사랑,1.73,2.07,1.03,1.39,서교동,일식/수산물,횟집,https://m.place.naver.com/restaurant/35523842
해천어부,3.29,3.81,1.52,2.92,종로1.2.3.4가동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/1295127958
춘천숯불닭갈비,2.12,2.89,2.25,1.87,역삼1동,닭/오리요리,닭갈비전문,https://m.place.naver.com/restaurant/1970417188
고쿠텐,1.72,2.09,1.89,1.74,서교동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/1968871399
간코,1.64,1.67,1.74,1.8,역삼1동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/1932950472
연스시,1.31,0.9,0.86,0.62,역삼1동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/20626856
모터시티,1.26,0.94,0.53,0.6,역삼1동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/1951534779
을지다락,2.35,3.01,2.14,3.52,역삼1동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/1483096423
막이오름,1.61,1.41,1.06,1.98,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1134176706
동래정,1.44,1.92,1.64,1.42,역삼1동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/1347707437
오한수우육면가,1.3,1.22,1.44,1.23,종로1.2.3.4가동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1244753439
BurgerFairy,2.3,2.37,2.42,2.11,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1829152888
마왕족발,1.04,0.79,0.83,0.87,종로1.2.3.4가동,한식,족발/보쌈전문,https://m.place.naver.com/restaurant/1810926229
김치도가,1.55,1.47,1.3,1.33,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1789048946
피자스톰,0.88,0.6,0.6,0.65,역삼1동,패스트푸드,피자전문,https://m.place.naver.com/restaurant/1400565559
앤디관,0.88,0.6,0.6,0.65,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1867804568
신라마라탕,2.66,2.24,1.62,2.1,역삼1동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1237489920
라향각마라탕,1.58,1.26,1.12,1.33,서교동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1163440519
카츠노즈믹,1.0,0.76,0.71,0.8,역삼1동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/1934819061
우동가조쿠,1.91,2.03,2.39,2.74,서교동,분식,우동전문점,https://m.place.naver.com/restaurant/1196877618
올레김밥,1.31,1.12,0.84,1.22,역삼1동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1441232103
밥집,2.85,3.09,2.22,3.22,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/37485940
가정식양푼이,1.28,1.11,1.04,1.02,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1733233396
앤드스페이스,1.22,1.02,0.81,1.18,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1439087532
넥스트키친강남,0.93,0.64,0.65,0.82,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1095233210
제이,1.34,1.09,1.04,1.07,역삼1동,유흥주점,꼬치구이전문점,https://m.place.naver.com/restaurant/36546816
진주가,1.45,1.4,0.91,1.64,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1248820113
너드플래닛,2.28,1.89,1.2,1.92,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1244481703
한강반점,1.27,1.15,0.92,1.18,종로1.2.3.4가동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1959497303
철인7호치킨,1.11,0.72,0.62,0.91,서교동,닭/오리요리,후라이드/양념치킨,https://m.place.naver.com/restaurant/36803583
갈비다움,2.28,2.11,1.64,1.42,역삼1동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/1963009739
아이스클라우드,1.65,1.3,1.11,2.14,서교동,패스트푸드,아이스크림판매,https://m.place.naver.com/restaurant/1555835856
아톰술집,1.35,1.12,0.83,1.13,서교동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/35103144
OB낙원호프,1.07,0.9,0.73,0.83,종로1.2.3.4가동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/1462878988
스시미치루,2.61,3.2,1.42,1.91,종로1.2.3.4가동,일식/수산물,음식점-초밥전문,https://m.place.naver.com/restaurant/19873036
구시야끼에독코,1.24,1.34,0.82,1.17,역삼1동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/20601661
곰작골나주곰탕,1.67,2.68,1.85,1.87,역삼1동,한식,설렁탕집,https://m.place.naver.com/restaurant/1713528555
잭슨피자,1.49,1.2,1.09,1.28,역삼1동,패스트푸드,피자전문,https://m.place.naver.com/restaurant/1184593266
헬로양꼬치,1.14,0.88,0.84,0.91,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/37793619
명동칼국수,0.65,0.84,0.93,0.9,종로1.2.3.4가동,분식,국수/만두/칼국수,https://m.place.naver.com/restaurant/19419763
모히또,3.53,3.3,1.36,3.09,역삼1동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1488226670
고향집,1.16,1.38,0.92,0.81,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/20923676
이태리부대찌개,1.39,1.2,1.1,1.34,역삼1동,한식,부대찌개/섞어찌개,https://m.place.naver.com/restaurant/560775631
바나프레소역삼,1.18,0.96,0.83,0.94,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1530507528
하이,1.49,1.46,0.93,2.44,서교동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/1147928621
브뤼서리서교,3.78,4.77,2.39,3.5,서교동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/1707942217
데일리푸드,0.88,0.6,0.6,0.65,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1927461247
별자리마라탕앤훠궈,1.44,1.24,0.92,1.24,서교동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1034437726
크라운호프,1.47,1.06,1.1,1.09,종로1.2.3.4가동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/1274052861
유쾌한양식,1.53,1.14,1.01,1.37,서교동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1192498839
김둘레순대국,1.16,0.99,0.92,1.02,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1831072931
강남일미포차,1.03,0.74,0.69,0.77,역삼1동,유흥주점,소주방/포장마차,https://m.place.naver.com/restaurant/1839161917
한양주점,1.31,1.09,1.1,1.45,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1388190896
떠빱,2.7,2.68,2.0,2.57,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1781599447
헬스토랑,2.16,2.36,1.76,2.7,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1081808112
명인만두,1.63,1.56,1.14,1.25,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1157609660
금커피별빙수,1.14,0.93,0.67,0.91,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1924326468
도시피자,1.52,1.35,1.18,1.32,역삼1동,패스트푸드,피자전문,https://m.place.naver.com/restaurant/1138780612
윤대감빈대떡,1.7,2.07,1.47,1.83,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1032669400
마치래빗,1.66,1.51,1.1,2.3,역삼1동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1593332476
달콤,1.34,1.25,0.96,1.4,역삼1동,분식,스낵,https://m.place.naver.com/restaurant/1422178690
발업,1.16,0.94,0.8,1.07,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1178751238
바나프레소,1.34,1.15,1.19,1.59,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1255958724
OPH센터필드점,1.38,1.62,1.2,2.54,역삼1동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1852695287
떡군이네떡볶이,1.48,1.18,1.26,1.29,역삼1동,분식,떡볶이전문,https://m.place.naver.com/restaurant/1632199456
녹슨드럼통,2.88,2.6,2.18,2.32,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1854296210
어썸,1.03,0.74,0.69,0.78,서교동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/1711514587
토끼바,1.31,1.35,0.8,1.42,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1848575869
에그드랍,1.58,1.42,1.08,1.43,역삼1동,패스트푸드,패스트푸드,https://m.place.naver.com/restaurant/1944661145
샐러디,1.01,0.79,0.32,0.54,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/36690549
아워스,2.17,2.13,1.09,1.51,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1452985916
금성치킨,1.23,0.93,0.9,0.94,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1999288376
오도,2.67,1.96,1.42,2.08,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1542804700
장인닭갈비,1.64,2.93,1.46,2.06,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/37792495
매화다방,1.57,1.66,0.91,1.64,종로1.2.3.4가동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1776226377
집밥먹자,1.0,0.76,0.71,0.8,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/38510468
1inch,0.97,0.89,0.68,0.79,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1279413343
메이커,1.17,0.85,0.66,0.95,역삼1동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/1929723437
다이브베이비,2.39,2.57,1.28,2.36,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1227072642
라온,1.13,0.9,0.85,0.91,역삼1동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/1013697851
돈까스해,1.58,1.82,1.58,1.45,역삼1동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1609792373
멜팅샵,2.75,2.49,2.15,4.21,종로1.2.3.4가동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/36734851
노오릇,2.78,2.75,2.33,2.2,역삼1동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/1561336525
오월,1.42,1.1,0.84,1.14,서교동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/1848958415
찬란한아구,2.21,1.95,1.88,1.82,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1506437174
키친오늘,1.93,2.18,1.17,1.97,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1628312556
바른카페,2.81,1.97,1.4,1.95,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1773947587
쟁반집8292,2.43,2.31,2.05,2.19,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1246697901
스윅,1.89,1.93,1.17,2.11,서교동,패스트푸드,패스트푸드,https://m.place.naver.com/restaurant/1414158818
종로정육식당3,0.94,1.2,1.32,0.97,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1260097879
연남골목냉면,1.2,1.0,0.96,1.05,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1493627538
강남어시장,1.44,1.81,0.98,1.31,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1750766040
낭만짚불구이,2.42,2.22,1.2,1.77,역삼1동,한식,기타고기요리,https://m.place.naver.com/restaurant/1251497056
윤해빛찬,3.02,4.17,1.45,2.31,서교동,유흥주점,로바다야끼,https://m.place.naver.com/restaurant/1492659820
락소울윙,2.21,1.47,1.14,1.84,서교동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/1229938655
오죽이네,1.32,1.28,1.21,1.47,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/19418573
남포동수제비,1.28,1.19,1.22,1.45,역삼1동,분식,국수/만두/칼국수,https://m.place.naver.com/restaurant/1562202958
킹케밥,1.15,0.97,0.82,0.82,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1127338979
스시메르,2.45,2.37,1.33,2.55,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1960638010
미미담,1.68,1.99,1.55,1.63,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1094376695
육지,2.06,3.09,1.81,1.49,서교동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/1287775548
청담등심,2.47,2.68,2.37,2.21,역삼1동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/1254648814
도로시파스타연정,0.88,0.6,0.6,0.65,서교동,양식,스파게티전문점,https://m.place.naver.com/restaurant/1835013281
춘하추동,1.4,1.09,1.11,1.2,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/32284479
해골피자,2.19,1.94,1.39,1.81,역삼1동,패스트푸드,피자전문,https://m.place.naver.com/restaurant/1688485007
별밤,0.88,0.6,0.6,0.65,역삼1동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1079368194
행복식탁,1.88,1.49,1.2,1.79,서교동,별식/퓨전요리,퓨전음식전문,https://m.place.naver.com/restaurant/1807424302
금룡,1.51,1.64,0.86,2.08,종로1.2.3.4가동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1527526700
이쪽,2.19,2.17,2.09,1.92,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1704485516
로컬커피강남효성직영점,1.4,1.22,0.96,1.49,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1449179252
언더그라운드,0.87,0.63,0.61,0.64,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/37161958
비빔밥,2.05,2.78,2.35,1.83,종로1.2.3.4가동,별식/퓨전요리,죽전문점,https://m.place.naver.com/restaurant/11592704
두심스독도해물알찜,1.33,1.15,0.87,1.1,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1037625810
데드보이,2.17,1.51,0.92,1.62,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1214175723
꽃다운주점,1.29,1.26,1.06,1.39,서교동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/1184308778
예담,1.37,0.92,0.87,1.02,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/20471557
서울마님죽,0.88,0.65,0.62,0.58,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1612453936
깊이,2.58,2.32,1.56,3.32,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1582187767
3일한우국밥,1.61,1.47,2.11,1.36,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1732903838
삼백돈돈가츠,2.24,2.16,2.97,2.7,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1675750729
육랩,2.33,3.49,2.34,2.73,역삼1동,유흥주점,소주방/포장마차,https://m.place.naver.com/restaurant/1945367836
세광양대창,1.36,2.1,1.34,1.46,역삼1동,한식,곱창/양구이전문,https://m.place.naver.com/restaurant/1737483835
올드타운,3.19,4.56,2.31,2.8,서교동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/1419157901
인생도서관,1.51,1.63,0.83,2.35,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/802101495
소이연남더샵스앳센터필드,1.89,2.07,1.48,1.53,역삼1동,별식/퓨전요리,동남아음식전문점,https://m.place.naver.com/restaurant/1779924068
에그슬럿,1.04,0.8,0.75,0.79,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1269876110
비유어거트,1.47,1.82,1.1,1.46,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1226761242
떡볶이참잘하는집떡참,1.7,1.44,1.2,1.31,서교동,분식,떡볶이전문,https://m.place.naver.com/restaurant/1031571561
데블다이스,2.05,1.81,1.12,2.3,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1433103219
우아하게,2.24,2.33,1.47,2.32,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1129627515
프라이빗,2.35,1.4,1.15,1.55,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1619782417
일미집,1.52,1.48,1.38,1.67,역삼1동,한식,해장국/감자탕,https://m.place.naver.com/restaurant/1450154270
본죽&비빔밥CAFE,1.08,0.92,0.79,0.89,역삼1동,별식/퓨전요리,죽전문점,https://m.place.naver.com/restaurant/12972837
뽀뽀,2.06,1.63,1.51,1.91,서교동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1838365270
곰솥,2.0,2.42,2.02,1.84,서교동,한식,설렁탕집,https://m.place.naver.com/restaurant/1208511844
할리스,1.39,1.05,0.76,2.19,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1745656613
미장플라쎄,3.04,3.84,1.77,2.34,서교동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/1951344714
우스시게,1.83,1.89,1.1,1.63,종로1.2.3.4가동,일식/수산물,음식점-초밥전문,https://m.place.naver.com/restaurant/35966112
스시무라,0.97,0.72,0.72,0.7,역삼1동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/1953531264
바다애회센터,1.08,0.76,0.68,0.86,서교동,일식/수산물,횟집,https://m.place.naver.com/restaurant/1335937062
생활맥주,1.27,0.96,0.83,1.31,서교동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/37878787
렌게,1.96,2.38,2.31,1.95,서교동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/1985260843
김밥가미;,1.48,1.16,0.95,1.35,서교동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1579227591
그릴드300,2.17,1.81,1.81,2.18,서교동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/38555544
인쌩맥주,2.47,2.21,1.59,2.08,종로1.2.3.4가동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/1759589490
어게인리프레쉬,1.14,0.99,0.86,1.17,서교동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/37050404
끼토,2.49,2.01,1.45,1.87,서교동,유흥주점,로바다야끼,https://m.place.naver.com/restaurant/1991356292
이자카야연정,3.71,3.81,1.34,2.48,서교동,유흥주점,로바다야끼,https://m.place.naver.com/restaurant/1848350637
으네네,1.84,1.77,1.29,1.65,서교동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/1352551646
호돌이떡볶이,2.04,2.24,2.33,3.07,역삼1동,분식,떡볶이전문,https://m.place.naver.com/restaurant/1522789745
국민포차,1.11,0.9,0.83,1.01,종로1.2.3.4가동,유흥주점,소주방/포장마차,https://m.place.naver.com/restaurant/1172082139
모녀김밥,1.67,1.46,1.27,1.48,종로1.2.3.4가동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1051582891
버거베어역삼아크플레이스,1.44,1.53,1.61,2.07,역삼1동,패스트푸드,패스트푸드,https://m.place.naver.com/restaurant/1097151516
박속낙지,1.32,1.31,1.12,1.58,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1420909400
시골해장국,1.32,1.07,0.97,1.24,종로1.2.3.4가동,한식,해장국/감자탕,https://m.place.naver.com/restaurant/1827314225
로타리치킨홍대상회,1.4,1.13,1.04,1.06,서교동,닭/오리요리,후라이드/양념치킨,https://m.place.naver.com/restaurant/1402993599
인쌩맥주익선점,2.47,2.21,1.59,2.08,종로1.2.3.4가동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/1759589490
또보겠지떡볶이집강남헬로몽키점,1.48,1.67,1.76,1.39,역삼1동,분식,떡볶이전문,https://m.place.naver.com/restaurant/1099524893
불도깨비쭈꾸미,1.7,1.98,1.17,1.98,서교동,일식/수산물,낙지/오징어,https://m.place.naver.com/restaurant/1549738235
홍대순대국,1.37,1.19,1.17,1.08,서교동,별식/퓨전요리,순대전문점,https://m.place.naver.com/restaurant/1067137522
하남돼지집,1.34,1.07,1.21,1.03,서교동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/1084409502
치킨플러스,1.05,0.88,0.78,0.82,서교동,닭/오리요리,후라이드/양념치킨,https://m.place.naver.com/restaurant/1844511932
탕화쿵푸마라탕,1.08,0.98,0.73,0.72,서교동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1200395362
6번지버거,1.87,1.9,1.18,1.6,종로1.2.3.4가동,패스트푸드,패스트푸드,https://m.place.naver.com/restaurant/1002414219
참맛집,1.33,1.33,1.28,1.09,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1450850482
청진식당,1.9,2.08,1.69,1.56,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1901437642
온정텐동,3.17,2.93,2.53,2.48,서교동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/1864145947
이고집쭈꾸미,2.34,1.88,1.72,1.79,종로1.2.3.4가동,일식/수산물,수산물전문음식점-종합,https://m.place.naver.com/restaurant/1463806303
냉면&덮밥도배달돼지,1.76,2.6,2.53,2.1,역삼1동,한식,냉면집,https://m.place.naver.com/restaurant/13455431
맘대로마라탕훠궈,1.39,1.2,1.0,1.27,서교동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1404437907
역삼The고기,1.24,1.03,0.94,1.14,역삼1동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/1758963975
닭발은살안쪄윤이불닭발,1.99,1.99,1.25,1.68,서교동,닭/오리요리,닭내장/닭발요리,https://m.place.naver.com/restaurant/1580298853
취향마라,1.54,1.43,1.09,1.11,역삼1동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1732858025
